condition,seed,n_samples,n_features,n_modules,module_size,n_signal_modules,maximum_step,max_epochs,batch_size,learning_rate,dropout,source_shift,source_noise,label_noise,partition_note,feature_scope,target_features,n_model_input_features,connection_layer_sizes,n_sparse_connections,n_routable_sources,n_parameters,train_seconds,total_seconds,label_mean,signed_source_signal_separation,source_abs_signal_separation,train_loss,train_accuracy,train_balanced_accuracy,train_roc_auc,val_loss,val_accuracy,val_balanced_accuracy,val_roc_auc,test_loss,test_accuracy,test_balanced_accuracy,test_roc_auc,run_status,run_error
correct_graph_depth1,2027,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|28|56|84|112|140,840,840|24|6,54,0,80690,2.624432804994285,2.660767553956248,0.5,2.002846892399776,0.001644492149353,0.6265972426959446,0.6966666666666667,0.6966666666666667,0.7322222222222222,0.6854585409164429,0.55,0.55,0.5332,0.7148382663726807,0.5,0.5,0.5232000000000001,ok,
correct_graph_depth1,2781,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|28|56|84|112|140,840,840|24|6,54,0,80690,2.6636849039932717,2.704638439929113,0.5,2.013708026336612,-0.0036820173263549,0.635429927280971,0.6766666666666666,0.6766666666666667,0.6947111111111112,0.7003966569900513,0.48,0.48,0.4712,0.6705356438954672,0.5,0.5,0.5432,ok,
correct_graph_depth1,3407,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|28|56|84|112|140,840,840|24|6,54,0,80690,2.332257785019465,2.3680500769987702,0.5,2.041019302022519,0.0027440786361694,0.6618269085884094,0.59,0.59,0.6483111111111112,0.706194281578064,0.45,0.45,0.496,0.7339122692743937,0.55,0.55,0.5788,ok,
correct_graph_depth1,14526,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|28|56|84|112|140,840,840|24|6,54,0,80690,2.5744309260044247,2.611595117021352,0.5,1.8849112557950207,0.0029953718185424,0.6565227934292385,0.6366666666666667,0.6366666666666667,0.6708000000000001,0.7316932876904806,0.52,0.52,0.528,0.7968692382176717,0.44,0.44,0.4176,ok,
correct_graph_depth1,91011,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|28|56|84|112|140,840,840|24|6,54,0,80690,2.4896696920040995,2.5261747799813747,0.5,2.029116432782553,0.0013095140457153,0.6567113740103585,0.61,0.61,0.6674222222222221,0.7739478548367819,0.43,0.43,0.4399999999999999,0.6647980014483134,0.47,0.47,0.4996,ok,
correct_graph_depth1,2027,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|24|6,54,0,103730,4.079287485103123,4.132780318963341,0.5,2.0601495975912094,0.0005503892898559,0.6605588495731354,0.6166666666666667,0.6166666666666667,0.6520576131687243,0.7141437530517578,0.5111111111111111,0.5111111111111111,0.5090123456790123,0.688140332698822,0.5833333333333334,0.5833333333333333,0.5766666666666667,ok,
correct_graph_depth1,2781,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|24|6,54,0,103730,4.454202634980902,4.507536760065705,0.5,2.025767798171256,0.0059716701507568,0.6669966379801432,0.6166666666666667,0.6166666666666667,0.6347050754458163,0.7219693064689636,0.4833333333333333,0.4833333333333333,0.4748148148148148,0.7187724709510803,0.4944444444444444,0.4944444444444444,0.4898765432098765,ok,
correct_graph_depth1,3407,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|24|6,54,0,103730,4.710883926018141,4.764120122068562,0.5,1.8316235633827924,0.0014272928237915,0.664847751458486,0.6,0.6,0.6238683127572016,0.6846325695514679,0.5611111111111111,0.5611111111111111,0.5912345679012345,0.7286005616188049,0.4722222222222222,0.4722222222222222,0.462469135802469,ok,
correct_graph_depth1,14526,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|24|6,54,0,103730,4.2477974550565705,4.301188291981816,0.5,2.025281023211233,-0.0021086931228637,0.6363151719172796,0.65,0.65,0.6915226337448559,0.7288797497749329,0.5055555555555555,0.5055555555555555,0.5098765432098765,0.7020486742258072,0.5166666666666667,0.5166666666666666,0.5491358024691358,ok,
correct_graph_depth1,91011,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth1,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|24|6,54,0,103730,4.557285764021799,4.610188093967736,0.5,2.033099339028951,-0.0017116069793701,0.657679612437884,0.6129629629629629,0.6129629629629629,0.6434293552812071,0.7072677314281464,0.4944444444444444,0.4944444444444444,0.5302469135802469,0.7072705924510956,0.4833333333333333,0.4833333333333333,0.5120987654320988,ok,
correct_graph_depth3,2027,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|28|56|84|112|140,840,840|105|60|24|6,102,36,383810,11.084879777976312,11.238431502017193,0.5,2.002846892399776,0.001644492149353,0.3388788912977491,0.9833333333333332,0.9833333333333334,0.996977777777778,0.3581409653027852,0.96,0.96,0.9784,0.3459469974040985,0.97,0.97,0.974,ok,
correct_graph_depth3,2781,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|28|56|84|112|140,840,840|107|60|24|6,105,36,391010,12.872428635018878,13.053565918002278,0.5,2.013708026336612,-0.0036820173263549,0.3500573720250811,0.9733333333333334,0.9733333333333334,0.9794222222222222,0.3490923643112182,0.97,0.97,0.9844,0.3788949251174927,0.93,0.93,0.9668,ok,
correct_graph_depth3,3407,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|28|56|84|112|140,840,840|108|60|24|6,107,36,394610,12.861562703968955,13.03357596998103,0.5,2.041019302022519,0.0027440786361694,0.3430464948926653,0.9866666666666668,0.9866666666666668,0.9899111111111112,0.3542767862478892,0.97,0.97,0.9868,0.35146431128184,0.98,0.98,0.9988,ok,
