condition,seed,n_samples,n_features,n_modules,module_size,n_signal_modules,maximum_step,max_epochs,batch_size,learning_rate,dropout,source_shift,source_noise,label_noise,partition_note,feature_scope,target_features,n_model_input_features,connection_layer_sizes,n_sparse_connections,n_routable_sources,n_parameters,train_seconds,total_seconds,label_mean,signed_source_signal_separation,source_abs_signal_separation,train_loss,train_accuracy,train_balanced_accuracy,train_roc_auc,val_loss,val_accuracy,val_balanced_accuracy,val_roc_auc,test_loss,test_accuracy,test_balanced_accuracy,test_roc_auc,run_status,run_error
correct_graph_depth3,14526,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|28|56|84|112|140,840,840|106|60|24|6,104,36,387410,12.184870343073271,12.36232731002383,0.5,1.8849112557950207,0.0029953718185424,0.3639475447790963,0.96,0.96,0.9768444444444444,0.4264565408229828,0.92,0.92,0.9268,0.4016030927499135,0.95,0.95,0.9636,ok,
correct_graph_depth3,91011,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|28|56|84|112|140,840,840|103|60|24|6,100,36,376610,11.388222248991951,11.54039684892632,0.5,2.029116432782553,0.0013095140457153,0.3510303880487169,0.9766666666666668,0.9766666666666666,0.9842222222222222,0.3647156159083048,0.97,0.97,0.9904,0.3532027900218963,0.98,0.98,0.9764,ok,
correct_graph_depth3,2027,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|110|60|24|6,110,36,507410,28.36077046999708,28.73176172899548,0.5,2.0601495975912094,0.0005503892898559,0.3212763369083404,0.9944444444444444,0.9944444444444444,0.990891632373114,0.3300090283155441,0.9888888888888888,0.9888888888888888,0.9904938271604938,0.3351593390107155,0.9777777777777776,0.977777777777778,0.9774074074074074,ok,
correct_graph_depth3,2781,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|108|60|24|6,107,36,498290,27.94524180702865,28.32672337209806,0.5,2.025767798171256,0.0059716701507568,0.3225936765472094,0.9925925925925926,0.9925925925925928,0.9953223593964334,0.3470692709088325,0.9722222222222222,0.9722222222222222,0.9583950617283952,0.3241648823022842,0.9944444444444444,0.9944444444444444,0.9944444444444444,ok,
correct_graph_depth3,3407,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|107|60|24|6,106,36,493730,21.93170526495669,22.32922528998461,0.5,1.8316235633827924,0.0014272928237915,0.3447639395793279,0.974074074074074,0.974074074074074,0.97241426611797,0.3533480241894722,0.9666666666666668,0.9666666666666668,0.9708641975308642,0.3403600826859474,0.9777777777777776,0.977777777777778,0.974074074074074,ok,
correct_graph_depth3,14526,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|108|60|24|6,107,36,498290,28.68226960801985,29.079544874024577,0.5,2.025281023211233,-0.0021086931228637,0.3346182083090146,0.9851851851851852,0.9851851851851852,0.9841426611796982,0.3234449848532676,0.9944444444444444,0.9944444444444444,0.9893827160493828,0.3432935401797294,0.9722222222222222,0.9722222222222222,0.9817283950617284,ok,
correct_graph_depth3,91011,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,correct_partition_depth3,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|107|60|24|6,108,36,493730,22.276542503968813,22.704909430001862,0.5,2.033099339028951,-0.0017116069793701,0.3388947869340579,0.975925925925926,0.975925925925926,0.9746776406035664,0.3439047336578369,0.9722222222222222,0.9722222222222224,0.9817283950617284,0.3522772490978241,0.9666666666666668,0.9666666666666668,0.970246913580247,ok,
random_graph,2027,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,unrestricted_density_matched_random_graph,graph_constrained_full_input,0|28|56|84|112|140,840,840|23|16|6,24,2,78786,2.9180244139861315,2.961277022957802,0.5,2.002846892399776,0.001644492149353,0.4315938183239528,0.98,0.98,0.9939111111111112,0.4355447292327881,0.92,0.92,0.9848,0.4500489036242167,0.95,0.95,0.9904,ok,
random_graph,2781,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,unrestricted_density_matched_random_graph,graph_constrained_full_input,0|28|56|84|112|140,840,840|27|15|6,31,2,92372,3.372493337956257,3.42325793299824,0.5,2.013708026336612,-0.0036820173263549,0.6421930023602077,0.6466666666666666,0.6466666666666667,0.7055999999999999,0.6944391330083212,0.57,0.5700000000000001,0.6044,0.6573204199473063,0.55,0.55,0.542,ok,
random_graph,3407,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,unrestricted_density_matched_random_graph,graph_constrained_full_input,0|28|56|84|112|140,840,840|25|16|6,31,3,85634,2.7249903159681708,2.768701356952078,0.5,2.041019302022519,0.0027440786361694,0.4108831669603075,0.9766666666666668,0.9766666666666668,0.9912,0.4114683369795481,0.97,0.97,0.9888,0.4242107669512431,0.97,0.97,0.9988,ok,
random_graph,14526,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,unrestricted_density_matched_random_graph,graph_constrained_full_input,0|28|56|84|112|140,840,840|40|20|6,59,3,137642,3.565407890942879,3.616204991005361,0.5,1.8849112557950207,0.0029953718185424,0.465522255216326,0.9466666666666668,0.9466666666666668,0.9775111111111112,0.4913848837216695,0.92,0.92,0.9028,0.5329957207043966,0.91,0.91,0.9388,ok,
random_graph,91011,500,840,30,28,6,2,90,48,0.001,0.1,1.0,0.2,0.45,unrestricted_density_matched_random_graph,graph_constrained_full_input,0|28|56|84|112|140,840,840|19|11|6,30,4,64700,2.8003071079729125,2.843075278098695,0.5,2.029116432782553,0.0013095140457153,0.4311157209532602,0.9166666666666666,0.9166666666666666,0.9638666666666668,0.4640020827452342,0.89,0.89,0.9468,0.4095998009045918,0.91,0.91,0.9624,ok,
random_graph,2027,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,unrestricted_density_matched_random_graph,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|19|14|6,17,1,83174,4.832793927984312,4.892521220026538,0.5,2.0601495975912094,0.0005503892898559,0.4124346151947975,0.9944444444444444,0.9944444444444444,0.9952263374485596,0.4312417954206466,0.9888888888888888,0.9888888888888888,0.9864197530864198,0.4284445717930794,0.9833333333333332,0.9833333333333334,0.9833333333333334,ok,
random_graph,2781,900,1080,30,36,6,2,90,48,0.001,0.1,1.0,0.2,0.45,unrestricted_density_matched_random_graph,graph_constrained_full_input,0|36|72|108|144|180,1080,1080|18|12|6,20,2,78650,4.719249646994285,4.778273250092752,0.5,2.025767798171256,0.0059716701507568,0.4121235807736714,0.9407407407407408,0.9407407407407408,0.9713717421124828,0.4328709915280342,0.8944444444444445,0.8944444444444445,0.9487654320987656,0.3869214579463005,0.9666666666666668,0.9666666666666668,0.9906172839506172,ok,
