dataset,model,condition,seed,n_samples,n_input_features,class_0,class_1,maximum_step,hidden_layers,dropout,learning_rate,weight_decay,batch_size,max_epochs,train_seconds,n_parameters,n_sparse_connections,n_connection_layers,connection_layer_sizes,partition_shapes,partition_nonzeros,target_features,target_signal_score_mean,target_signal_score_median,target_signal_score_max,notebook_reference,n_original_targets,n_targets,n_replaced_targets,target_overlap_with_original,graph_edges,graph_nodes,train_loss,train_accuracy,train_balanced_accuracy,train_roc_auc,val_loss,val_accuracy,val_balanced_accuracy,val_roc_auc,test_loss,test_accuracy,test_balanced_accuracy,test_roc_auc,run_status,run_error
brca,PathNet,mixed25_low_signal_centric,3407,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,205.78145718597807,103606610,74188,4,8523|2619|277|28,"{""p2"": [8523, 2619], ""p3"": [2619, 277], ""p4"": [277, 28]}","{""p2"": 10597, ""p3"": 4418, ""p4"": 262}",TUBA3C|PRKAG3|FOXG1|PYY|CAMKV|CCKBR|SERPINB4|CNGB1|MAGEA4|FETUB|AHSG|TEKT1|GSTA5|SCEL|PDX1|NR2E1|GPR139|KCNJ3|PSKH2|GHRHR|OPRK1|ACAP2|HDAC1|FAM83H|ENKUR|RPS5|PDGFA|CDK13,0.7365452574168947,0.8682588636875153,1.3662745952606201,example_gene.ipynb,28,28,7,21,30538,8523,0.34681808845750217,0.9692982456140351,0.9466829466829467,0.9569529236195903,0.37323527932167055,0.9411764705882353,0.9216707021791768,0.9414043583535108,0.3647218823432922,0.9477124183006536,0.935956416464891,0.9782082324455206,ok,
brca,PathNet,mixed50_low_signal_centric,3407,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,227.32067497097887,114378794,74012,4,8523|2919|295|28,"{""p2"": [8523, 2919], ""p3"": [2919, 295], ""p4"": [295, 28]}","{""p2"": 8923, ""p3"": 5900, ""p4"": 278}",CNGB1|PSKH2|GHRH|SERPINB4|MAGEB4|AHSG|GSTA5|CCKBR|OPRK1|GPR139|C1orf94|FETUB|ALPP|CAMKV|ACAP2|HDAC1|FAM83H|ENKUR|RPS5|PDGFA|CDK13|RBM4B|ACVRL1|SNRNP48|MRPL30|OTUD3|HDAC5|SSNA1,0.4914417631631035,0.2819313415675424,1.3662745952606201,example_gene.ipynb,28,28,14,14,30538,8523,0.34632365970775997,0.9692982456140351,0.9466829466829467,0.9520824854158189,0.3723853141069412,0.9411764705882353,0.9116222760290557,0.9048426150121066,0.38460988998413087,0.9281045751633987,0.9031476997578692,0.9685230024213076,ok,
brca,PathNet,mixed75_low_signal_centric,3407,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,248.1398387659574,125661890,74274,4,8523|3240|292|28,"{""p2"": [8523, 3240], ""p3"": [3240, 292], ""p4"": [292, 28]}","{""p2"": 8527, ""p3"": 6558, ""p4"": 278}",FOXG1|CNGB1|GSTA5|GPR139|GHRHR|KCNJ3|PSKH2|ACAP2|HDAC1|FAM83H|ENKUR|RPS5|PDGFA|CDK13|RBM4B|ACVRL1|SNRNP48|MRPL30|OTUD3|HDAC5|SSNA1|EID3|RANBP9|RPLP1|PPP3R2|KCNJ5|RGS16|TRAF7,0.22863850135867583,0.0013267084723338485,1.1738275289535522,example_gene.ipynb,28,28,21,7,30538,8523,0.34219378849555704,0.9714912280701754,0.9481074481074481,0.951933251933252,0.36506701111793516,0.9477124183006536,0.9158595641646489,0.9279661016949151,0.37574510276317596,0.934640522875817,0.8973365617433414,0.9694915254237289,ok,
brca,PathNet,random_graph,3407,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,128.13347495393828,64725090,68119,4,8523|1525|217|28,"{""p2"": [8523, 1525], ""p3"": [1525, 217], ""p4"": [217, 28]}","{""p2"": 7613, ""p3"": 1405, ""p4"": 190}",OPRK1|CAMKV|MAGEB4|CNGB1|TLX3|SCEL|NR2E1|CCKBR|FETUB|KCNJ3|LIN28B|PDX1|PRKAG3|GHRHR|TRIM10|FOXG1|GSTA5|MAGEA4|AHSG|TUBA3C|PYY|ALPP|SERPINB4|C1orf94|GPR139|TEKT1|GHRH|PSKH2,0.9812986041818347,0.9970804750919342,1.3662745952606201,example_gene.ipynb,28,28,0,28,30538,8523,0.34747215283328087,0.9671052631578947,0.9452584452584453,0.950644417311084,0.3704343497753143,0.934640522875817,0.9073849878934624,0.9277239709443099,0.37274308800697326,0.9477124183006536,0.935956416464891,0.979903147699758,ok,
brca,PathNet,random_layer_matched,3407,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,138.93739348708186,70801138,73084,4,8523|1720|111|28,"{""p2"": [8523, 1720], ""p3"": [1720, 111], ""p4"": [111, 28]}","{""p2"": 11878, ""p3"": 2206, ""p4"": 89}",OPRK1|CAMKV|MAGEB4|CNGB1|TLX3|SCEL|NR2E1|CCKBR|FETUB|KCNJ3|LIN28B|PDX1|PRKAG3|GHRHR|TRIM10|FOXG1|GSTA5|MAGEA4|AHSG|TUBA3C|PYY|ALPP|SERPINB4|C1orf94|GPR139|TEKT1|GHRH|PSKH2,0.9812986041818347,0.9970804750919342,1.3662745952606201,example_gene.ipynb,28,28,0,28,30538,8523,0.3421673127289476,0.9714912280701754,0.9447700447700448,0.9606294939628274,0.37459939122200014,0.934640522875817,0.8973365617433414,0.9249394673123487,0.3694886893033981,0.934640522875817,0.9073849878934624,0.9786924939467312,ok,
brca,PathNet,partial_outer_layer_random,3407,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,138.95042606804054,70801138,73084,4,8523|1720|111|28,"{""p2"": [8523, 1720], ""p3"": [1720, 111], ""p4"": [111, 28]}","{""p2"": 11878, ""p3"": 2206, ""p4"": 89}",OPRK1|CAMKV|MAGEB4|CNGB1|TLX3|SCEL|NR2E1|CCKBR|FETUB|KCNJ3|LIN28B|PDX1|PRKAG3|GHRHR|TRIM10|FOXG1|GSTA5|MAGEA4|AHSG|TUBA3C|PYY|ALPP|SERPINB4|C1orf94|GPR139|TEKT1|GHRH|PSKH2,0.9812986041818347,0.9970804750919342,1.3662745952606201,example_gene.ipynb,28,28,0,28,30538,8523,0.33900880813598633,0.9736842105263158,0.9528693528693528,0.9576719576719577,0.3820692181587219,0.9215686274509803,0.908958837772397,0.9116222760290558,0.3597597122192383,0.9607843137254902,0.9544794188861985,0.9786924939467312,ok,
brca,PathNet,original,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,138.94260408601258,70801138,73084,4,8523|1720|111|28,"{""p2"": [8523, 1720], ""p3"": [1720, 111], ""p4"": [111, 28]}","{""p2"": 11878, ""p3"": 2206, ""p4"": 89}",OPRK1|CAMKV|MAGEB4|CNGB1|TLX3|SCEL|NR2E1|CCKBR|FETUB|KCNJ3|LIN28B|PDX1|PRKAG3|GHRHR|TRIM10|FOXG1|GSTA5|MAGEA4|AHSG|TUBA3C|PYY|ALPP|SERPINB4|C1orf94|GPR139|TEKT1|GHRH|PSKH2,0.9450808444193431,0.9222364127635956,1.3063697814941406,example_gene.ipynb,28,28,0,28,30538,8523,0.34901386602171536,0.9649122807017544,0.9438339438339438,0.9516754850088184,0.36448000371456146,0.9477124183006536,0.935956416464891,0.9493946731234867,0.37912534177303314,0.934640522875817,0.9073849878934624,0.9641646489104116,ok,
brca,PathNet,random_centric,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,168.1838585480582,85433714,73065,4,8523|2124|190|28,"{""p2"": [8523, 2124], ""p3"": [2124, 190], ""p4"": [190, 28]}","{""p2"": 10730, ""p3"": 3259, ""p4"": 165}",CXCL9|TRAF3|DNM1L|HSF4|RPL39|PTPRS|PHKA2|HEXIM1|ARPC3|SYCE2|RHPN2|PIM1|DNAJC9|IL18BP|MYO1G|MRPL22|CLDN1|MUS81|SNX5|GADD45A|SURF4|ITGB2|AMH|PSME4|CNOT4|REP15|ASF1A|ZFAND2B,0.46373314689844847,0.40798303484916687,1.2718839645385742,example_gene.ipynb,28,28,28,0,30538,8523,0.3467558817616824,0.9649122807017544,0.9471713471713472,0.9675892009225341,0.3579509288072586,0.954248366013072,0.9401937046004842,0.9677966101694916,0.36693376302719116,0.954248366013072,0.9301452784503632,0.9692493946731235,ok,
brca,PathNet,low_signal_centric,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,169.04510102106724,85427666,73638,4,8523|2134|149|28,"{""p2"": [8523, 2134], ""p3"": [2134, 149], ""p4"": [149, 28]}","{""p2"": 11464, ""p3"": 3140, ""p4"": 123}",KCNJ8|BTAF1|MRPL21|NDUFS2|TLR4|EIF3J|BIRC6|ANAPC7|CBX6|ELL3|PRPH|FZD8|TRIM54|ZNF207|RNF6|CCR6|CORT|C3AR1|RASSF6|SYNGR3|RAB13|EPC2|TMX3|ZNF696|GCHFR|TMOD3|ZC3H3|ZBTB9,0.001702689773082966,0.001822295889724046,0.0029666998889297247,example_gene.ipynb,28,28,28,0,30538,8523,0.40825586175096445,0.9100877192982456,0.8548229548229549,0.9153981820648487,0.4060840517282486,0.9150326797385621,0.8745762711864407,0.9573849878934625,0.4126508504152298,0.9150326797385621,0.8444309927360775,0.8876513317191284,ok,
brca,PathNet,mixed25_low_signal_centric,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,137.7619884230662,70129970,73154,4,8523|1692|154|28,"{""p2"": [8523, 1692], ""p3"": [1692, 154], ""p4"": [154, 28]}","{""p2"": 11690, ""p3"": 2421, ""p4"": 132}",GPR139|PDX1|TUBA3C|FOXG1|OPRK1|ALPP|GHRHR|CAMKV|CCKBR|TRIM10|GHRH|TLX3|PSKH2|FETUB|MAGEB4|TEKT1|CNGB1|C1orf94|AHSG|PYY|NR2E1|KCNJ8|BTAF1|MRPL21|NDUFS2|TLR4|EIF3J|BIRC6,0.7080410703924177,0.8434627652168274,1.3063697814941406,example_gene.ipynb,28,28,7,21,30538,8523,0.5417101239335949,0.7697368421052632,0.5,0.49145299145299143,0.536872947216034,0.7712418300653595,0.5,0.4973365617433414,0.5465951800346375,0.7712418300653595,0.5,0.5,ok,
brca,PathNet,mixed50_low_signal_centric,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,147.22749348101206,74337002,73152,4,8523|1813|155|28,"{""p2"": [8523, 1813], ""p3"": [1813, 155], ""p4"": [155, 28]}","{""p2"": 11437, ""p3"": 2677, ""p4"": 127}",PYY|MAGEA4|CNGB1|TEKT1|LIN28B|KCNJ3|MAGEB4|NR2E1|PSKH2|FETUB|TLX3|SERPINB4|ALPP|C1orf94|KCNJ8|BTAF1|MRPL21|NDUFS2|TLR4|EIF3J|BIRC6|ANAPC7|CBX6|ELL3|PRPH|FZD8|TRIM54|ZNF207,0.4620065974881332,0.2597272812272422,1.2871136665344238,example_gene.ipynb,28,28,14,14,30538,8523,0.345381754225698,0.9671052631578947,0.9452584452584453,0.9575905575905576,0.3641763269901276,0.9477124183006536,0.92590799031477,0.9533898305084746,0.3614938795566559,0.954248366013072,0.9401937046004842,0.9789346246973366,ok,
brca,PathNet,mixed75_low_signal_centric,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,134.14926073898096,68291794,72719,4,8523|1640|149|28,"{""p2"": [8523, 1640], ""p3"": [1640, 149], ""p4"": [149, 28]}","{""p2"": 11217, ""p3"": 2463, ""p4"": 128}",AHSG|OPRK1|FOXG1|KCNJ3|ALPP|TEKT1|LIN28B|KCNJ8|BTAF1|MRPL21|NDUFS2|TLR4|EIF3J|BIRC6|ANAPC7|CBX6|ELL3|PRPH|FZD8|TRIM54|ZNF207|RNF6|CCR6|CORT|C3AR1|RASSF6|SYNGR3|RAB13,0.23768551900398702,0.001822295889724046,1.3063697814941406,example_gene.ipynb,28,28,21,7,30538,8523,0.3486807418280634,0.9671052631578947,0.9452584452584453,0.9633699633699634,0.3635452210903168,0.9477124183006536,0.92590799031477,0.9556900726392251,0.37873930037021636,0.934640522875817,0.9274818401937046,0.9786924939467312,ok,
brca,PathNet,random_graph,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,126.20473821798805,64222930,68086,4,8523|1508|232|28,"{""p2"": [8523, 1508], ""p3"": [1508, 232], ""p4"": [232, 28]}","{""p2"": 7573, ""p3"": 1397, ""p4"": 205}",OPRK1|CAMKV|MAGEB4|CNGB1|TLX3|SCEL|NR2E1|CCKBR|FETUB|KCNJ3|LIN28B|PDX1|PRKAG3|GHRHR|TRIM10|FOXG1|GSTA5|MAGEA4|AHSG|TUBA3C|PYY|ALPP|SERPINB4|C1orf94|GPR139|TEKT1|GHRH|PSKH2,0.9450808444193431,0.9222364127635956,1.3063697814941406,example_gene.ipynb,28,28,0,28,30538,8523,0.3544941637022742,0.9605263157894737,0.9343101343101343,0.9522181522181522,0.3850717306137085,0.9150326797385621,0.8745762711864407,0.9558111380145279,0.3665276199579239,0.9477124183006536,0.92590799031477,0.962227602905569,ok,
brca,PathNet,random_layer_matched,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,138.88345166598447,70801138,73084,4,8523|1720|111|28,"{""p2"": [8523, 1720], ""p3"": [1720, 111], ""p4"": [111, 28]}","{""p2"": 11878, ""p3"": 2206, ""p4"": 89}",OPRK1|CAMKV|MAGEB4|CNGB1|TLX3|SCEL|NR2E1|CCKBR|FETUB|KCNJ3|LIN28B|PDX1|PRKAG3|GHRHR|TRIM10|FOXG1|GSTA5|MAGEA4|AHSG|TUBA3C|PYY|ALPP|SERPINB4|C1orf94|GPR139|TEKT1|GHRH|PSKH2,0.9450808444193431,0.9222364127635956,1.3063697814941406,example_gene.ipynb,28,28,0,28,30538,8523,0.3469614437941847,0.9671052631578947,0.9485958485958486,0.9569122235788902,0.3616585373878479,0.954248366013072,0.9401937046004842,0.9617433414043584,0.35517375767230985,0.9607843137254902,0.9444309927360774,0.9774818401937047,ok,
brca,PathNet,partial_outer_layer_random,91011,762,8857,175,587,2,none,0.1,0.001,0.0,16,100,138.92345373390708,70801138,73084,4,8523|1720|111|28,"{""p2"": [8523, 1720], ""p3"": [1720, 111], ""p4"": [111, 28]}","{""p2"": 11878, ""p3"": 2206, ""p4"": 89}",OPRK1|CAMKV|MAGEB4|CNGB1|TLX3|SCEL|NR2E1|CCKBR|FETUB|KCNJ3|LIN28B|PDX1|PRKAG3|GHRHR|TRIM10|FOXG1|GSTA5|MAGEA4|AHSG|TUBA3C|PYY|ALPP|SERPINB4|C1orf94|GPR139|TEKT1|GHRH|PSKH2,0.9450808444193431,0.9222364127635956,1.3063697814941406,example_gene.ipynb,28,28,0,28,30538,8523,0.34891190302783043,0.9649122807017544,0.9438339438339438,0.9512549179215846,0.3611242860555649,0.9477124183006536,0.935956416464891,0.9600484261501211,0.36780108511447906,0.9411764705882353,0.9015738498789346,0.9685230024213075,ok,
